Name,Date_of_birth,Opening_date,Expiry_date,Credit_limit,Statement_balance,Available_credit
Dawn Ramirez,1967-12-12,2020-04-10,2025-04-10,21000.0,15281.77,5718.23
Minnie Cook,1987-02-19,2013-07-11,2018-07-11,87500.0,29978.81,57521.19
Laurie Koprowski,1923-05-31,2005-08-22,2010-08-22,81500.0,64586.01,16913.989999999998
Pedro Correa,1915-11-04,2010-02-13,2015-02-13,58000.0,4410.54,53589.46
Patricia White,1983-03-18,2020-06-04,2025-06-04,66500.0,41124.21,25375.79
Edith Jones,1939-10-10,2005-03-13,2010-03-13,85000.0,60537.19,24462.809999999998
John Bratton,1973-04-05,2015-04-10,2020-04-10,22000.0,7020.56,14979.439999999999
Jonathon Noonan,1979-10-14,2002-07-05,2007-07-05,65500.0,42323.05,23176.949999999997
Dean Williams,1972-09-11,2011-02-01,2016-02-01,8500.0,6559.04,1940.96
Robert Miller,1927-11-24,2019-03-07,2024-03-07,86000.0,58845.71,27154.29
Thelma Gamba,1926-04-03,2001-10-27,2006-10-27,75500.0,14830.88,60669.12
Linda Latham,1927-10-04,2012-03-07,2017-03-07,98000.0,80437.68,17562.320000000007
Jackie Cohen,1984-04-05,2013-10-31,2018-10-31,39500.0,36398.75,3101.25
Glory Bonardi,1986-05-12,2017-10-31,2022-10-31,17500.0,3107.68,14392.32
Barbara Stewart,1967-04-20,2002-06-01,2007-06-01,70000.0,53446.05,16553.949999999997
Genevieve Johnson,1956-04-14,2009-06-12,2014-06-12,3500.0,3087.86,412.1399999999999
David Schwartzkopf,2000-09-23,2019-08-05,2024-08-05,17500.0,7275.23,10224.77
Edith Sanders,1981-04-27,2008-07-17,2013-07-17,10500.0,7367.89,3132.1099999999997
Catherine Nightingale,1983-01-06,2010-03-27,2015-03-27,41500.0,5045.86,36454.14
Mark Whittenburg,1923-05-26,2005-11-23,2010-11-23,27000.0,6132.9,20867.1
Thomas Witt,1990-08-05,2008-09-14,2013-09-14,25000.0,15727.82,9272.18
Frances Cottle,1985-09-09,2016-06-18,2021-06-18,98500.0,30529.76,67970.24
David Craig,1976-02-13,2010-02-20,2015-02-20,35000.0,15891.96,19108.04
Robert Canevari,1934-01-13,2019-03-30,2024-03-30,19000.0,1327.9,17672.1
Meghan Mathew,1993-12-30,2020-11-20,2025-11-20,7000.0,5422.44,1577.5600000000004
Robert Hailey,1984-10-03,2010-03-07,2015-03-07,23000.0,3774.65,19225.35
Sheila Worthington,1927-08-27,2015-01-17,2020-01-17,47500.0,16366.41,31133.59
Doug Barrera,1954-12-28,2014-05-23,2019-05-23,66000.0,15916.76,50083.24
Gregory Schubert,1966-03-16,2002-12-23,2007-12-23,76500.0,21003.67,55496.33
Tiffany Hanna,1946-12-04,2000-09-23,2005-09-23,27500.0,23774.19,3725.8100000000013
Patrick Moore,1919-08-21,2018-02-24,2023-02-24,8000.0,7158.27,841.7299999999996
Sara Alford,1938-03-06,2002-10-31,2007-10-31,63000.0,686.55,62313.45
Betsy Coffelt,1922-05-19,2006-07-13,2011-07-13,17000.0,4257.99,12742.01
Dorothy Mitchell,1942-07-25,2021-08-31,2026-08-31,58000.0,14899.8,43100.2
William Smith,1961-04-19,2022-03-12,2027-03-12,93000.0,46791.98,46208.02
Edgar Richardson,1921-08-28,2019-10-11,2024-10-11,4000.0,3355.43,644.5700000000002
John Keane,1942-07-10,2006-07-30,2011-07-30,24000.0,10099.51,13900.49
Jacqueline Hoopes,1970-12-29,2016-03-31,2021-03-31,60000.0,39695.02,20304.980000000003
Jacob Lundin,1940-11-18,2006-10-25,2011-10-25,86000.0,28425.0,57575.0
Meagan Fisher,1966-11-24,2014-10-06,2019-10-06,99000.0,95418.98,3581.020000000004
Diane Smiley,1988-10-27,2020-11-14,2025-11-14,3500.0,2363.15,1136.85
Mary Samora,1965-06-18,2016-12-11,2021-12-11,17500.0,4504.25,12995.75
James Tagaban,1995-02-15,2020-04-29,2025-04-29,86500.0,25462.93,61037.07
Winter Howard,1924-12-24,2010-11-19,2015-11-19,89000.0,50431.05,38568.95
Rosa Gayden,1932-09-04,2010-03-21,2015-03-21,43500.0,34816.15,8683.849999999999
Christiana Rodriguez,1972-11-30,2019-01-18,2024-01-18,93500.0,12898.17,80601.83
Jamie Morgan,1997-01-02,2022-05-10,2027-05-10,13500.0,8452.25,5047.75
Curtis Sandoval,1950-11-29,2009-10-19,2014-10-19,35500.0,3536.48,31963.52
Eric Kent,1970-02-04,2020-03-30,2025-03-30,60000.0,57278.78,2721.220000000001
Richard Williams,1992-11-19,2014-09-12,2019-09-12,14000.0,6052.88,7947.12
Bob Haag,1928-07-24,2016-01-23,2021-01-23,13000.0,7937.05,5062.95
Clementine Thurston,1984-01-14,2004-10-16,2009-10-16,14500.0,13962.44,537.5599999999995
Robert Peete,1930-07-08,2015-05-20,2020-05-20,64000.0,10110.26,53889.74
Betty Bender,1987-12-07,2018-03-31,2023-03-31,52500.0,1107.02,51392.98
Ethel Shoemaker,1983-03-16,2004-08-01,2009-08-01,85000.0,41594.26,43405.74
Remedios Hofmeister,1930-09-20,2003-04-10,2008-04-10,98000.0,62527.32,35472.68
Earl Hendrix,1978-02-27,2022-11-14,2027-11-14,25500.0,16080.53,9419.47
Sarah Kalberer,1941-02-05,2018-05-28,2023-05-28,41500.0,14157.1,27342.9
William Cardwell,1985-11-20,2012-08-21,2017-08-21,27000.0,15546.56,11453.44
Thomas Raper,1971-07-25,2006-09-18,2011-09-18,52500.0,27829.14,24670.86
Gloria Brown,1951-01-16,2013-05-01,2018-05-01,50000.0,1007.37,48992.63
Theodore Payne,1970-12-26,2016-01-14,2021-01-14,39000.0,29858.08,9141.919999999998
Michael Bates,1948-08-13,2006-08-12,2011-08-12,55500.0,35012.14,20487.86
Robin Dickerson,1943-06-27,2006-09-24,2011-09-24,86000.0,54786.1,31213.9
Joanne Black,1953-05-09,2009-09-17,2014-09-17,83500.0,79119.7,4380.300000000003
Willie Mckeehan,1988-01-04,2014-07-12,2019-07-12,14500.0,230.51,14269.49
Joann Smyth,1972-04-28,2022-10-03,2027-10-03,89500.0,60216.61,29283.39
Frances Ness,1975-07-13,2000-11-23,2005-11-23,54500.0,17836.02,36663.979999999996
Arthur Wools,1999-12-16,2019-03-28,2024-03-28,23000.0,14763.49,8236.51
Candie Huertas,1935-01-09,2002-08-29,2007-08-29,34000.0,17610.09,16389.91
Scott Allen,1949-10-09,2000-10-08,2005-10-08,63500.0,25238.27,38261.729999999996
Timothy Smith,1970-03-10,2009-05-21,2014-05-21,68500.0,65537.66,2962.3399999999965
Mable Caruso,1925-12-21,2013-08-17,2018-08-17,27500.0,15885.25,11614.75
Wendi Sanchez,1985-08-15,2019-10-13,2024-10-13,68000.0,55593.02,12406.980000000003
Barbara Johnson,1915-01-06,2005-03-31,2010-03-31,63500.0,11163.31,52336.69
Julia Gibson,1964-03-13,2014-12-19,2019-12-19,67000.0,30662.54,36337.46
Kathy Santiago,1937-03-30,2013-08-19,2018-08-19,87000.0,46064.37,40935.63
Elina Ricks,1971-12-09,2017-06-24,2022-06-24,11000.0,3510.36,7489.639999999999
Megan Hensley,1966-12-31,2013-02-13,2018-02-13,33500.0,9426.74,24073.260000000002
Carol Glover,1922-09-23,2008-10-19,2013-10-19,79000.0,78949.46,50.5399999999936
Adam Sherlock,1965-07-23,2008-05-10,2013-05-10,45500.0,11766.32,33733.68
Charles Stordahl,1927-03-14,2001-11-10,2006-11-10,52500.0,2039.34,50460.66
Gloria Eugene,1920-10-14,2006-06-23,2011-06-23,62500.0,43.0,62457.0
Robert Hardter,1938-10-20,2005-08-10,2010-08-10,7500.0,3823.38,3676.62
Karen Ludwig,1988-07-11,2017-12-16,2022-12-16,22000.0,17123.1,4876.9000000000015
Tracy Jordan,1945-05-10,2010-09-22,2015-09-22,91000.0,83009.73,7990.270000000004
Harriet Roche,1953-07-05,2016-03-19,2021-03-19,54000.0,12292.94,41707.06
Robert York,1920-04-23,2015-01-25,2020-01-25,5000.0,4695.81,304.1899999999996
David Holder,1973-08-25,2006-12-25,2011-12-25,6500.0,3206.34,3293.66
Joanna Hofmann,1965-11-28,2020-02-11,2025-02-11,96000.0,30687.62,65312.380000000005
Emanuel Maldonado,1903-06-01,2002-08-24,2007-08-24,63000.0,11639.2,51360.8
Emma Whisler,1919-02-20,2001-03-08,2006-03-08,43000.0,42996.06,3.9400000000023283
Brent Salizar,1929-05-19,2004-07-18,2009-07-18,42500.0,22293.53,20206.47
Loretta Caraballo,1921-10-01,2004-12-15,2009-12-15,94000.0,17610.61,76389.39
Norman Mckenna,1929-11-20,2017-11-20,2022-11-20,95500.0,42106.92,53393.08
Timothy Stubbs,1973-11-07,2021-02-15,2026-02-15,93500.0,82029.11,11470.89
Kenneth Garza,1960-01-30,2019-03-14,2024-03-14,44000.0,9196.08,34803.92
Lilian Amigon,1964-11-05,2007-07-17,2012-07-17,59000.0,58700.46,299.5400000000009
Latosha Clark,1910-08-06,2004-01-02,2009-01-02,84500.0,59238.62,25261.379999999997
James Till,1940-03-02,2021-03-01,2026-03-01,82500.0,70122.9,12377.100000000006
Jerome Mcpeak,1913-01-19,2007-03-07,2012-03-07,54500.0,10161.34,44338.66
Randy Humphrey,1967-07-27,2000-02-07,2005-02-07,88000.0,75155.87,12844.130000000005
Laura Kane,1980-12-10,2014-07-19,2019-07-19,54000.0,6046.27,47953.729999999996
John Barker,1981-05-28,2005-08-27,2010-08-27,65500.0,14350.01,51149.99
Megan Schmidt,1966-05-04,2005-01-03,2010-01-03,88000.0,48392.27,39607.73
Carolyn Hill,1952-07-06,2000-12-20,2005-12-20,20500.0,10406.49,10093.51
Timothy Henry,1958-01-07,2015-04-23,2020-04-23,58000.0,37928.08,20071.92
Evia Girard,1991-08-11,2018-01-07,2023-01-07,99000.0,30571.42,68428.58
Thomas Dittmer,1946-05-05,2014-08-25,2019-08-25,87000.0,31655.96,55344.04
Linda Krulik,1984-09-17,2014-01-16,2019-01-16,69500.0,16275.31,53224.69
Anthony Nealy,1956-10-17,2016-07-26,2021-07-26,6000.0,4966.9,1033.1000000000004
Malia Haynes,1980-03-10,2011-08-05,2016-08-05,71000.0,37189.49,33810.51
Shirley Olmos,1973-03-14,2015-09-26,2020-09-26,76000.0,60423.49,15576.510000000002
Michelle Bush,1937-10-04,2001-06-26,2006-06-26,66500.0,52364.61,14135.39
Jason Renfro,1997-02-08,2020-05-05,2025-05-05,60000.0,36989.93,23010.07
Pablo Pharmer,1981-08-29,2007-12-24,2012-12-24,68000.0,33050.95,34949.05
Stephen Fundora,1965-03-17,2005-09-18,2010-09-18,34500.0,30565.63,3934.369999999999
Gabriel Martin,1949-04-16,2010-02-17,2015-02-17,8000.0,1294.46,6705.54
Alicia Herrera,1962-08-06,2021-11-10,2026-11-10,86500.0,84929.45,1570.550000000003
Jacob Henderson,1938-04-10,2019-08-19,2024-08-19,58500.0,40025.8,18474.199999999997
Betty Tenneson,1982-07-12,2009-12-09,2014-12-09,32500.0,6638.32,25861.68
Wilbert Hernandez,1922-01-16,2010-04-16,2015-04-16,56000.0,34492.18,21507.82
Rosalie Moilanen,1969-12-27,2005-06-04,2010-06-04,12000.0,2226.3,9773.7
Sabina Richardson,1906-08-15,2002-10-22,2007-10-22,3000.0,1028.27,1971.73
Pasquale Sowards,1982-08-24,2003-06-11,2008-06-11,84000.0,7327.35,76672.65
Claudia Lucas,1988-05-12,2022-03-24,2027-03-24,36000.0,28996.59,7003.41
Christa Corbin,1961-06-17,2009-11-22,2014-11-22,78000.0,19557.31,58442.69
Wayne Dyer,1983-08-27,2003-11-05,2008-11-05,34000.0,17499.12,16500.88
William Champney,1920-05-02,2011-02-06,2016-02-06,31500.0,16683.37,14816.630000000001
William Erling,1929-07-20,2021-06-03,2026-06-03,65000.0,24723.44,40276.56
Phillip Porter,1988-05-11,2022-05-17,2027-05-17,52500.0,18486.58,34013.42
Tiffany Bacon,1949-02-22,2008-04-10,2013-04-10,61000.0,22641.59,38358.41
Shirley Porter,1959-11-08,2014-08-22,2019-08-22,71500.0,43887.79,27612.21
David Monti,1930-07-17,2001-01-27,2006-01-27,59500.0,18864.43,40635.57
Arthur Hu,1959-04-13,2001-12-30,2006-12-30,38500.0,34339.78,4160.220000000001
Patricia Silkwood,1990-02-26,2017-10-23,2022-10-23,77000.0,70985.9,6014.100000000006
Larry Chico,1933-01-20,2022-03-30,2027-03-30,69000.0,13450.65,55549.35
Vince Clairmont,1966-03-06,2004-04-17,2009-04-17,27500.0,4912.37,22587.63
Tammie Welsh,1954-08-27,2011-03-15,2016-03-15,34500.0,5341.28,29158.72
Nina Hendrickson,1930-11-13,2019-03-20,2024-03-20,40000.0,29305.54,10694.46
Elsie Graves,1917-01-14,2015-08-24,2020-08-24,60500.0,13903.66,46596.34
Christopher Reese,1979-05-21,2015-05-16,2020-05-16,83500.0,59148.3,24351.699999999997
Edward Barros,1913-12-21,2002-07-01,2007-07-01,1500.0,804.03,695.97
Dorothy Mcadory,1954-05-10,2006-03-05,2011-03-05,34500.0,22154.69,12345.310000000001
Amy Cooper,1991-07-05,2022-05-07,2027-05-07,3000.0,2238.46,761.54
Richard Pena,1922-03-28,2021-07-25,2026-07-25,74500.0,67377.49,7122.509999999995
Sharon Houk,1983-02-20,2004-09-27,2009-09-27,64500.0,62615.97,1884.0299999999988
Brenda Simmons,2000-09-21,2022-11-04,2027-11-04,9000.0,8084.52,915.4799999999996
Charles Scott,1959-06-06,2008-03-25,2013-03-25,32500.0,1718.76,30781.24
Karen Tilman,1975-11-01,2004-11-12,2009-11-12,69500.0,3865.02,65634.98
Jannie Lockett,1938-09-24,2006-12-23,2011-12-23,18000.0,11233.04,6766.959999999999
Emily Music,1925-12-24,2008-03-11,2013-03-11,28000.0,13187.08,14812.92
Annabelle Holmes,1938-01-02,2020-03-27,2025-03-27,46500.0,41783.78,4716.220000000001
John Trujillo,1936-02-03,2009-09-16,2014-09-16,74000.0,44778.7,29221.300000000003
Priscilla Marbury,1930-05-03,2018-01-16,2023-01-16,29500.0,20715.05,8784.95
Tina Brown,1987-09-22,2014-08-04,2019-08-04,44500.0,3334.99,41165.01
Elaine Conley,1963-10-17,2006-12-31,2011-12-31,11500.0,10887.4,612.6000000000004
Dana Pierce,1989-12-26,2013-05-07,2018-05-07,89000.0,71186.58,17813.42
Santo Morrison,1980-05-12,2016-02-19,2021-02-19,73500.0,29160.36,44339.64
Cortney Jones,1920-01-30,2016-06-24,2021-06-24,35000.0,17336.16,17663.84
Gonzalo Eggen,1974-04-25,2004-11-11,2009-11-11,59000.0,16073.48,42926.520000000004
Allan Grace,1927-01-11,2013-07-17,2018-07-17,51000.0,24226.05,26773.95
Melissa Jones,1926-09-24,2016-09-09,2021-09-09,91500.0,32888.13,58611.87
Tanya Blakely,1913-08-31,2007-01-06,2012-01-06,5000.0,581.79,4418.21
Olive Grimaldo,1943-01-24,2011-01-14,2016-01-14,81500.0,49338.39,32161.61
Beverly Elliott,1948-11-14,2009-02-05,2014-02-05,50500.0,13474.62,37025.38
Georgia Wadas,1917-02-21,2001-05-28,2006-05-28,75500.0,71405.63,4094.3699999999953
Melissa Schneider,1920-04-07,2015-06-26,2020-06-26,61500.0,23564.67,37935.33
Robert Tiemann,1979-06-21,2019-12-04,2024-12-04,66500.0,62193.55,4306.449999999997
Johnnie Lynch,1932-07-06,2013-02-04,2018-02-04,19500.0,18247.61,1252.3899999999994
Arlean Sivels,1977-12-25,2009-12-01,2014-12-01,19000.0,1054.23,17945.77
John Moore,1972-05-29,2010-10-03,2015-10-03,41000.0,15687.53,25312.47
Daniel Villarreal,1976-01-18,2008-08-26,2013-08-26,86500.0,23975.72,62524.28
Bertha Franciscus,1982-06-30,2005-12-17,2010-12-17,8000.0,4791.55,3208.45
Thomas George,1905-11-07,2002-12-25,2007-12-25,58000.0,13580.44,44419.56
Laura Morris,1965-07-29,2013-03-05,2018-03-05,82500.0,1068.68,81431.32
Lottie Willard,1955-04-23,2015-11-19,2020-11-19,4500.0,254.1,4245.9
Darin Null,1974-01-16,2010-02-17,2015-02-17,37500.0,27637.21,9862.79
Chad Collins,1933-06-16,2017-06-20,2022-06-20,62000.0,55170.01,6829.989999999998
Kenneth Varney,1937-06-28,2017-08-12,2022-08-12,91500.0,45882.51,45617.49
Kenneth Rodgers,1949-06-29,2001-05-24,2006-05-24,67500.0,15965.34,51534.66
Michael Brown,1928-12-31,2003-08-15,2008-08-15,55000.0,15725.1,39274.9
Evelyn Cutlip,1931-06-03,2013-12-03,2018-12-03,97000.0,22894.28,74105.72
Betty Bobo,1975-11-29,2006-10-29,2011-10-29,31000.0,1206.1,29793.9
Carolyn Wise,1967-12-07,2016-09-09,2021-09-09,11000.0,6969.74,4030.26
George Galloway,1923-11-18,2004-09-23,2009-09-23,77000.0,62263.4,14736.599999999999
Sarah Beu,1992-07-20,2021-10-24,2026-10-24,500.0,493.37,6.6299999999999955
Jacqueline Lightner,1968-12-16,2008-12-13,2013-12-13,52000.0,21189.2,30810.8
Anna Deshayes,1933-11-17,2011-09-22,2016-09-22,2000.0,495.91,1504.09
Herbert Alejandro,1969-01-03,2000-07-13,2005-07-13,64500.0,14511.91,49988.09
Ruth Willis,1924-02-29,2022-09-25,2027-09-25,68000.0,6763.01,61236.99
Mary Matthews,1979-05-21,2009-03-02,2014-03-02,7000.0,3704.52,3295.48
Dorothy Springer,1955-07-11,2006-01-14,2011-01-14,36500.0,484.31,36015.69
Lottie Reagan,1948-12-31,2003-03-25,2008-03-25,1500.0,380.15,1119.85
Ramon Kettle,1937-11-26,2021-08-04,2026-08-04,1000.0,258.62,741.38
Karl Baichan,1927-07-22,2013-01-10,2018-01-10,37000.0,11571.46,25428.54
Jerry Schmig,1946-02-21,2002-11-08,2007-11-08,63500.0,5590.99,57909.01
Ariel Thorpe,1909-10-24,2008-07-14,2013-07-14,33000.0,32274.78,725.2200000000012
Edward Cohan,1954-12-23,2017-03-20,2022-03-20,38000.0,28822.92,9177.080000000002
Lisa Bertram,1930-01-21,2003-08-12,2008-08-12,26500.0,24298.85,2201.1500000000015
Larry Guzman,1955-03-06,2011-03-23,2016-03-23,33500.0,4669.03,28830.97
Jack Watts,1960-06-08,2010-08-10,2015-08-10,75500.0,21992.72,53507.28
Tracy Gilmore,1948-12-15,2020-02-03,2025-02-03,54000.0,28363.8,25636.2
Raymond Johnson,1934-05-24,2020-10-06,2025-10-06,15500.0,14582.33,917.6700000000001
Erika Skoog,1977-06-07,2009-03-05,2014-03-05,32000.0,26524.48,5475.52
Jay Montgomery,1960-07-02,2007-03-04,2012-03-04,91000.0,45910.84,45089.16
Christopher Simons,1971-12-27,2014-04-10,2019-04-10,29500.0,29020.48,479.52000000000044
Debra Arnette,1921-05-25,2020-07-19,2025-07-19,27500.0,3304.47,24195.53
Jeffery Brady,1969-08-07,2009-02-27,2014-02-27,22500.0,13358.19,9141.81
Anne Holley,1931-04-20,2016-05-23,2021-05-23,70500.0,3041.52,67458.48
Brandy Ngo,1961-01-16,2017-10-08,2022-10-08,43500.0,1704.74,41795.26
Donald Mack,1972-03-10,2021-02-08,2026-02-08,67000.0,51868.88,15131.120000000003
Mary Schmidt,1973-04-30,2013-08-27,2018-08-27,1500.0,825.51,674.49
Frances Young,1990-08-01,2018-09-29,2023-09-29,73000.0,38206.3,34793.7
Demetrius Burrough,1915-06-04,2007-01-10,2012-01-10,90500.0,35221.25,55278.75
Linda Sheehan,1969-01-23,2018-10-31,2023-10-31,38000.0,37481.49,518.510000000002
Sean Wolf,1943-09-12,2019-07-08,2024-07-08,37500.0,4805.75,32694.25
Ginger Roseberry,1961-12-05,2003-12-09,2008-12-09,67500.0,38821.8,28678.199999999997
Nancy Smith,1957-04-17,2006-07-22,2011-07-22,19500.0,7446.66,12053.34
Renato Garr,1980-01-01,2002-10-27,2007-10-27,13000.0,2018.2,10981.8
Richard Callaway,1960-01-26,2005-05-03,2010-05-03,46500.0,25492.11,21007.89
Terri Smith,1973-02-19,2009-12-27,2014-12-27,28000.0,17235.33,10764.669999999998
Otis Johnson,1952-06-17,2022-11-25,2027-11-25,94500.0,6735.18,87764.82
Lawrence Stone,1924-10-16,2011-12-13,2016-12-13,59000.0,22323.51,36676.490000000005
Patricia Ford,1935-05-20,2012-09-19,2017-09-19,97000.0,96304.52,695.4799999999959
Cynthia Messing,1982-02-14,2013-05-19,2018-05-19,62500.0,58068.44,4431.559999999998
David Brown,1929-03-15,2012-09-06,2017-09-06,23500.0,5850.34,17649.66
Gladys Jones,1915-01-11,2011-06-22,2016-06-22,29000.0,21764.94,7235.060000000001
Estelle Celadon,1967-10-17,2013-09-11,2018-09-11,38500.0,30845.2,7654.799999999999
James Carrier,1940-08-03,2006-09-24,2011-09-24,86500.0,18576.5,67923.5
Margret Vantassel,1938-10-01,2012-09-08,2017-09-08,35500.0,15597.95,19902.05
Bradley Mcpherson,1955-03-23,2011-01-09,2016-01-09,45000.0,41335.0,3665.0
Arletta Weaver,2000-04-29,2018-07-26,2023-07-26,66500.0,45806.13,20693.870000000003
Jessica Groff,1952-02-02,2005-06-23,2010-06-23,29500.0,1087.44,28412.56
George Emrich,1980-09-30,2011-07-16,2016-07-16,91500.0,31662.17,59837.83
Jodi Marshall,1946-08-04,2014-09-14,2019-09-14,87000.0,35010.23,51989.77
Harold Mudget,1920-09-27,2015-10-28,2020-10-28,30500.0,14975.98,15524.02
Ruby Ruybal,1959-09-28,2018-06-20,2023-06-20,49000.0,4128.67,44871.33
Odessa Sanchez,1943-10-25,2011-06-16,2016-06-16,32000.0,27007.37,4992.630000000001
Barbara Holton,1956-04-09,2005-03-27,2010-03-27,98000.0,23121.38,74878.62
Francis Pearson,1970-01-09,2014-09-27,2019-09-27,7500.0,5348.27,2151.7299999999996
Judith Navarro,1970-04-27,2009-04-15,2014-04-15,91000.0,52860.48,38139.52
Robert Yahna,1945-05-23,2009-11-18,2014-11-18,40500.0,2923.34,37576.66
Margaret Alexander,1922-06-15,2014-04-07,2019-04-07,50000.0,8451.06,41548.94
Melanie Jones,1937-10-30,2020-03-23,2025-03-23,6500.0,339.43,6160.57
Holly Keef,1923-10-27,2004-01-28,2009-01-28,88500.0,8770.59,79729.41
Rachel White,1940-02-22,2015-06-19,2020-06-19,93000.0,34937.97,58062.03
Daniel Shows,1968-01-29,2006-05-21,2011-05-21,86000.0,17247.74,68752.26
Mary Viernes,1957-07-14,2018-11-01,2023-11-01,23500.0,12799.85,10700.15
Daniel Gordon,1951-11-22,2020-12-22,2025-12-22,5500.0,4143.38,1356.62
Emily Thomas,1912-11-19,2005-06-17,2010-06-17,16000.0,14827.07,1172.9300000000003
Stella Burg,1989-07-31,2009-11-07,2014-11-07,2500.0,2180.09,319.90999999999985
Betty Aguilar,1909-02-19,2003-03-30,2008-03-30,30500.0,9860.0,20640.0
Pablo Masi,1974-05-18,2010-08-27,2015-08-27,43500.0,18619.34,24880.66
Frances Chandler,1946-10-29,2016-09-25,2021-09-25,7000.0,598.15,6401.85
Brenda Boyd,1973-12-01,2001-11-03,2006-11-03,10000.0,7856.73,2143.2700000000004
Linda Oleson,1919-12-15,2016-02-12,2021-02-12,10500.0,6105.6,4394.4
Dorothy Fields,1976-10-12,2003-04-11,2008-04-11,23000.0,18255.8,4744.200000000001
Maria Brown,1914-07-21,2006-12-25,2011-12-25,69500.0,49957.47,19542.53
Keith Moseley,1917-10-24,2005-08-31,2010-08-31,68500.0,48454.36,20045.64
Emma Teague,1915-10-14,2003-03-03,2008-03-03,83000.0,61164.66,21835.339999999997
John Eggert,1966-07-26,2011-12-12,2016-12-12,16500.0,9961.48,6538.52
Anissa Tovar,1953-11-27,2014-08-29,2019-08-29,67000.0,56815.12,10184.879999999997
Michael Webb,1977-08-19,2022-05-21,2027-05-21,78500.0,41268.67,37231.33
Anthony Mason,1990-06-29,2013-11-02,2018-11-02,3500.0,3041.71,458.28999999999996
Paul Murphy,1961-03-03,2004-06-25,2009-06-25,41500.0,38059.55,3440.449999999997
Irene Lopez,1984-03-16,2006-09-22,2011-09-22,71000.0,25084.66,45915.34
Wanda Paden,1922-08-15,2003-06-27,2008-06-27,24500.0,7188.06,17311.94
James Clarkson,1944-04-28,2006-05-20,2011-05-20,17000.0,5927.24,11072.76
Loretta Esterbrook,1984-06-21,2014-12-27,2019-12-27,52500.0,28919.11,23580.89
Renee Buss,1963-12-21,2004-07-06,2009-07-06,17000.0,12885.47,4114.530000000001
Richard Koetje,1985-10-09,2021-03-17,2026-03-17,38500.0,1264.18,37235.82
Lynda Leech,1916-11-20,2004-07-23,2009-07-23,25000.0,7714.23,17285.77
Devon Irwin,1979-06-06,2012-05-06,2017-05-06,94500.0,73139.11,21360.89
Edna Moore,1945-05-20,2009-01-08,2014-01-08,96500.0,40619.82,55880.18
John Case,2001-09-19,2022-10-18,2027-10-18,38500.0,34405.83,4094.1699999999983
Timothy Weyandt,1977-09-24,2016-11-21,2021-11-21,31500.0,27981.97,3518.029999999999
Joseph Thompson,1976-07-04,2007-08-21,2012-08-21,8500.0,6163.98,2336.0200000000004
Velma Rodriguez,1990-03-28,2011-08-29,2016-08-29,45000.0,40755.55,4244.449999999997
Karen Graham,1939-12-28,2013-06-13,2018-06-13,95000.0,1914.47,93085.53
Tabitha Jones,1921-07-05,2021-05-24,2026-05-24,92000.0,56289.01,35710.99
Marlena Price,1928-08-04,2016-02-09,2021-02-09,63500.0,34784.31,28715.690000000002
Homer Robinson,1963-04-29,2002-04-02,2007-04-02,23000.0,7942.97,15057.029999999999
Nadine Mentzer,1985-07-22,2010-06-18,2015-06-18,91500.0,26661.73,64838.270000000004
Ralph Post,1965-05-18,2010-10-25,2015-10-25,46500.0,31777.89,14722.11
John Woodard,1923-06-09,2016-01-30,2021-01-30,50000.0,26846.32,23153.68
Ayanna Johnson,1912-10-05,2006-01-15,2011-01-15,7000.0,639.52,6360.48
John Reynolds,1914-12-25,2013-07-06,2018-07-06,64000.0,62239.09,1760.9100000000035
Margaret Williams,1935-01-19,2018-12-05,2023-12-05,33000.0,17677.64,15322.36
Paula Baldridge,1976-04-13,2021-09-04,2026-09-04,15500.0,9086.26,6413.74
Robert Allen,1967-11-07,2010-01-06,2015-01-06,42500.0,26976.45,15523.55
Irene Henriques,1952-09-05,2008-08-07,2013-08-07,38000.0,36758.73,1241.2699999999968
Latina Gilbert,1958-10-13,2021-03-25,2026-03-25,1000.0,959.11,40.889999999999986
Mary Kimmerle,1965-06-02,2019-07-03,2024-07-03,90500.0,63184.93,27315.07
Carolina Robinson,1978-11-02,2020-09-08,2025-09-08,99000.0,22139.58,76860.42
Shelby Perez,1966-10-15,2003-04-21,2008-04-21,53000.0,26801.71,26198.29
Maria Pascanik,1933-01-21,2021-11-16,2026-11-16,51000.0,31003.92,19996.08
Candy Pigman,1962-09-15,2009-08-02,2014-08-02,53500.0,17729.63,35770.369999999995
John Mcelhaney,1908-12-23,2005-11-30,2010-11-30,8000.0,7944.95,55.05000000000018
Ann Alexander,1946-03-28,2005-10-13,2010-10-13,15500.0,11259.33,4240.67
Tina Murphree,1979-08-25,2017-01-18,2022-01-18,68500.0,66217.69,2282.3099999999977
Craig Shaw,1980-08-19,2001-12-19,2006-12-19,18000.0,2518.93,15481.07
Marc Millspaugh,1954-02-14,2000-05-10,2005-05-10,88500.0,32174.49,56325.509999999995
Robert Rodgers,1929-10-25,2013-01-09,2018-01-09,22500.0,6923.52,15576.48
Lizbeth Mixon,1955-10-21,2021-07-21,2026-07-21,71500.0,5577.76,65922.24
Mary Gray,1936-12-20,2017-05-01,2022-05-01,75000.0,13919.94,61080.06
Fred Schindler,1922-10-17,2000-10-15,2005-10-15,22000.0,14655.22,7344.780000000001
Gerald Drew,1965-06-23,2012-02-26,2017-02-26,2500.0,1242.52,1257.48
